學年度	學校代碼	學校名稱	日間∕進修別	等級別	總計	男生計	女生計	一年級男	一年級女	二年級男	二年級女	三年級男	三年級女	四年級男	四年級女	五年級男	五年級女	六年級男	六年級女	七年級男	七年級女	延修生男	延修生女	縣市名稱	體系別
111	1064	美和科技大學	D 日	5 五專	1625	229	1396	54	301	44	253	41	268	46	271	36	255	0	0	0	0	8	48	13 屏東縣	2 技職
111	1065	吳鳳科技大學	D 日	M 碩士	48	38	10	19	1	14	7	3	0	1	2	0	0	1	0	0	0	0	0	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 職	M 碩士	63	44	19	27	8	15	11	2	0	0	0	0	0	0	0	0	0	0	0	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	D 日	B 四技	2650	1754	896	344	197	438	205	376	225	556	248	0	0	0	0	0	0	40	21	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	B 四技	610	453	157	90	38	108	26	98	45	134	41	0	0	0	0	0	0	23	7	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	C 二技	764	355	409	0	0	0	0	195	197	157	205	0	0	0	0	0	0	3	7	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	2 二專	206	111	95	51	50	57	45	0	0	0	0	0	0	0	0	0	0	3	0	10 嘉義縣	2 技職
111	1066	環球科技大學	D 日	M 碩士	99	43	56	13	22	15	17	10	10	5	7	0	0	0	0	0	0	0	0	09 雲林縣	2 技職
111	1066	環球科技大學	N 職	M 碩士	64	22	42	8	12	7	18	4	9	0	3	3	0	0	0	0	0	0	0	09 雲林縣	2 技職
111	1066	環球科技大學	D 日	B 四技	1265	622	643	96	83	113	77	132	164	215	268	0	0	0	0	0	0	66	51	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	B 四技	323	187	136	61	22	27	13	35	41	54	48	0	0	0	0	0	0	10	12	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	C 二技	256	86	170	0	0	0	0	36	81	42	85	0	0	0	0	0	0	8	4	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	2 二專	104	67	37	19	19	46	18	0	0	0	0	0	0	0	0	0	0	2	0	09 雲林縣	2 技職
111	1067	台灣首府大學	D 日	M 碩士	33	9	24	1	4	4	14	2	5	2	1	0	0	0	0	0	0	0	0	11 臺南市	1 一般
111	1067	台灣首府大學	D 日	B 學士	223	102	121	0	0	6	10	13	20	56	84	0	0	0	0	0	0	27	7	11 臺南市	1 一般
111	1067	台灣首府大學	P 進	B 學士	81	46	35	0	0	8	10	11	9	15	16	0	0	0	0	0	0	12	0	11 臺南市	1 一般
111	1068	中州科技大學	N 職	M 碩士	5	2	3	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	07 彰化縣	2 技職
111	1068	中州科技大學	D 日	B 四技	288	183	105	0	0	15	12	50	15	98	70	0	0	0	0	0	0	20	8	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	B 四技	294	210	84	0	0	35	16	77	27	64	29	0	0	0	0	0	0	34	12	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	C 二技	290	79	211	0	0	0	0	0	0	74	206	0	0	0	0	0	0	5	5	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	2 二專	30	1	29	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	4	07 彰化縣	2 技職
111	1069	修平科技大學	D 日	M 碩士	90	50	40	23	23	20	15	5	0	2	2	0	0	0	0	0	0	0	0	06 臺中市	2 技職
111	1069	修平科技大學	N 職	M 碩士	61	44	17	21	10	20	7	3	0	0	0	0	0	0	0	0	0	0	0	06 臺中市	2 技職
111	1069	修平科技大學	D 日	B 四技	2466	1785	681	349	189	354	112	456	164	517	186	0	0	0	0	0	0	109	30	06 臺中市	2 技職
111	1069	修平科技大學	N 修	B 四技	1168	1072	96	224	26	255	19	262	25	265	22	0	0	0	0	0	0	66	4	06 臺中市	2 技職
111	1069	修平科技大學	N 修	C 二技	624	445	179	0	0	0	0	236	98	201	79	0	0	0	0	0	0	8	2	06 臺中市	2 技職
111	1069	修平科技大學	N 修	2 二專	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	06 臺中市	2 技職
111	1070	長庚科技大學	D 日	M 碩士	70	5	65	2	36	2	16	1	9	0	4	0	0	0	0	0	0	0	0	03 桃園市	2 技職
111	1070	長庚科技大學	N 職	M 碩士	161	4	157	2	45	1	41	0	32	1	23	0	10	0	4	0	2	0	0	03 桃園市	2 技職
111	1070	長庚科技大學	D 日	B 四技	3392	473	2919	128	700	132	734	104	728	102	748	0	0	0	0	0	0	7	9	03 桃園市	2 技職
111	1070	長庚科技大學	D 日	C 二技	1445	117	1328	0	0	0	0	59	665	57	656	0	0	0	0	0	0	1	7	03 桃園市	2 技職
111	1070	長庚科技大學	N 修	C 二技	1203	89	1114	0	0	0	0	40	575	47	513	0	18	0	0	0	0	2	8	03 桃園市	2 技職
111	1071	臺北城市科技大學	D 日	M 碩士	88	66	22	26	11	21	9	14	2	5	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1071	臺北城市科技大學	D 日	B 四技	6496	4046	2450	911	720	867	447	934	502	990	611	0	0	0	0	0	0	344	170	30 臺北市	2 技職
111	1071	臺北城市科技大學	N 修	B 四技	729	566	163	158	46	129	33	130	37	126	40	0	0	0	0	0	0	23	7	30 臺北市	2 技職
111	1071	臺北城市科技大學	D 日	C 二技	7	4	3	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1071	臺北城市科技大學	N 修	C 二技	466	230	236	0	0	0	0	115	118	112	116	0	0	0	0	0	0	3	2	30 臺北市	2 技職
111	1071	臺北城市科技大學	D 日	2 二專	20	16	4	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1071	臺北城市科技大學	N 修	2 二專	341	193	148	96	77	90	68	0	0	0	0	0	0	0	0	0	0	7	3	30 臺北市	2 技職
111	1071	臺北城市科技大學	D 日	5 五專	838	522	316	76	51	108	57	98	63	125	71	95	64	0	0	0	0	20	10	30 臺北市	2 技職
111	1072	敏實科技大學	D 日	B 四技	348	235	113	64	71	56	12	83	13	17	13	0	0	0	0	0	0	15	4	04 新竹縣	2 技職
111	1072	敏實科技大學	N 修	B 四技	101	49	52	10	19	5	11	17	11	10	8	0	0	0	0	0	0	7	3	04 新竹縣	2 技職
111	1072	敏實科技大學	D 日	5 五專	114	59	55	16	9	7	7	8	9	12	18	14	8	0	0	0	0	2	4	04 新竹縣	2 技職
111	1073	醒吾科技大學	D 日	M 碩士	61	23	38	10	16	6	11	7	11	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1073	醒吾科技大學	N 職	M 碩士	82	39	43	18	25	8	7	3	4	0	0	10	4	0	3	0	0	0	0	01 新北市	2 技職
111	1073	醒吾科技大學	D 日	B 四技	5259	2327	2932	492	667	600	817	596	690	514	681	0	0	0	0	0	0	125	77	01 新北市	2 技職
111	1073	醒吾科技大學	N 修	B 四技	616	281	335	95	127	55	70	53	44	56	66	0	0	0	0	0	0	22	28	01 新北市	2 技職
111	1073	醒吾科技大學	N 修	C 二技	356	156	200	0	0	0	0	65	87	86	108	0	0	0	0	0	0	5	5	01 新北市	2 技職
111	1073	醒吾科技大學	N 修	2 二專	72	35	37	17	25	14	10	0	0	0	0	0	0	0	0	0	0	4	2	01 新北市	2 技職
111	1073	醒吾科技大學	D 日	5 五專	241	92	149	12	17	19	25	22	29	19	27	18	47	0	0	0	0	2	4	01 新北市	2 技職
111	1075	文藻外語大學	D 日	M 碩士	222	60	162	20	51	19	41	14	39	6	30	1	1	0	0	0	0	0	0	50 高雄市	2 技職
111	1075	文藻外語大學	N 職	M 碩士	56	19	37	9	7	4	11	3	9	1	2	1	6	0	2	1	0	0	0	50 高雄市	2 技職
111	1075	文藻外語大學	D 日	B 四技	4428	1304	3124	285	627	300	712	312	722	304	846	0	0	0	0	0	0	103	217	50 高雄市	2 技職
111	1075	文藻外語大學	N 修	B 四技	1155	450	705	59	94	75	119	126	169	106	208	0	0	0	0	0	0	84	115	50 高雄市	2 技職
111	1075	文藻外語大學	D 日	C 二技	160	21	139	0	0	0	0	6	48	10	56	0	0	0	0	0	0	5	35	50 高雄市	2 技職
111	1075	文藻外語大學	N 修	C 二技	124	26	98	0	0	0	0	12	45	9	38	0	0	0	0	0	0	5	15	50 高雄市	2 技職
111	1075	文藻外語大學	D 日	5 五專	1785	305	1480	66	357	73	324	62	292	54	277	46	211	0	0	0	0	4	19	50 高雄市	2 技職
111	1076	華夏科技大學	D 日	M 碩士	30	25	5	7	2	14	1	4	2	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1076	華夏科技大學	N 職	M 碩士	52	39	13	16	2	16	8	4	2	3	1	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1076	華夏科技大學	D 日	B 四技	1041	697	344	94	32	149	63	176	80	210	139	0	0	0	0	0	0	68	30	01 新北市	2 技職
111	1076	華夏科技大學	N 修	B 四技	658	379	279	68	59	58	57	150	48	81	104	0	0	0	0	0	0	22	11	01 新北市	2 技職
111	1076	華夏科技大學	D 日	C 二技	57	50	7	0	0	0	0	14	3	28	4	0	0	0	0	0	0	8	0	01 新北市	2 技職
111	1076	華夏科技大學	N 修	C 二技	426	263	163	0	0	0	0	118	83	123	79	0	0	0	0	0	0	22	1	01 新北市	2 技職
111	1076	華夏科技大學	N 修	2 二專	36	4	32	0	17	0	10	0	0	0	0	0	0	0	0	0	0	4	5	01 新北市	2 技職
111	1076	華夏科技大學	D 日	5 五專	517	409	108	59	13	78	23	111	29	68	18	84	25	0	0	0	0	9	0	01 新北市	2 技職
111	1077	慈濟科技大學	D 日	M 碩士	80	26	54	12	17	6	14	8	18	0	5	0	0	0	0	0	0	0	0	15 花蓮縣	2 技職
111	1077	慈濟科技大學	D 日	B 四技	1159	445	714	94	144	112	192	98	182	118	188	0	0	0	0	0	0	23	8	15 花蓮縣	2 技職
111	1077	慈濟科技大學	N 修	B 四技	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15 花蓮縣	2 技職
111	1077	慈濟科技大學	D 日	C 二技	285	39	246	0	0	0	0	22	122	16	123	0	0	0	0	0	0	1	1	15 花蓮縣	2 技職
111	1077	慈濟科技大學	N 修	C 二技	174	21	153	0	0	0	0	13	83	7	66	0	0	0	0	0	0	1	4	15 花蓮縣	2 技職
111	1077	慈濟科技大學	D 日	2 二專	20	2	18	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15 花蓮縣	2 技職
111	1077	慈濟科技大學	N 修	2 二專	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15 花蓮縣	2 技職
111	1077	慈濟科技大學	D 日	5 五專	1300	184	1116	35	215	28	212	44	244	40	227	31	185	0	0	0	0	6	33	15 花蓮縣	2 技職
111	1078	致理科技大學	D 日	M 碩士	47	11	36	4	18	5	10	2	5	0	3	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1078	致理科技大學	N 職	M 碩士	47	14	33	7	13	4	13	1	3	2	3	0	1	0	0	0	0	0	0	01 新北市	2 技職
111	1078	致理科技大學	D 日	B 四技	6439	2154	4285	532	977	505	1059	524	1009	441	1061	0	0	0	0	0	0	152	179	01 新北市	2 技職
111	1078	致理科技大學	N 修	B 四技	2906	1214	1692	262	293	255	404	261	409	289	422	0	0	0	0	0	0	147	164	01 新北市	2 技職
111	1078	致理科技大學	D 日	C 二技	212	38	174	0	0	0	0	19	82	18	88	0	0	0	0	0	0	1	4	01 新北市	2 技職
111	1078	致理科技大學	N 修	C 二技	99	28	71	0	0	0	0	28	70	0	0	0	0	0	0	0	0	0	1	01 新北市	2 技職
111	1078	致理科技大學	D 日	5 五專	1576	366	1210	85	247	64	241	73	254	74	238	65	208	0	0	0	0	5	22	01 新北市	2 技職
111	1079	康寧大學	D 日	M 碩士	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	30 臺北市	1 一般
111	1079	康寧大學	N 職	M 碩士	7	4	3	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	30 臺北市	1 一般
111	1079	康寧大學	D 日	B 學士	183	36	147	4	26	11	34	9	41	10	37	0	0	0	0	0	0	2	9	30 臺北市	1 一般
111	1079	康寧大學	P 進	B 學士	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	30 臺北市	1 一般
111	1079	康寧大學	N 修	C 二技	186	18	168	0	0	0	0	9	87	9	80	0	0	0	0	0	0	0	1	30 臺北市	2 技職
111	1079	康寧大學	N 修	2 二專	177	44	133	24	65	20	68	0	0	0	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1079	康寧大學	D 日	5 五專	2635	599	2036	124	443	126	403	129	416	118	347	88	373	0	0	0	0	14	54	30 臺北市	2 技職
111	1080	宏國德霖科技大學	D 日	M 碩士	56	35	21	7	8	27	12	1	1	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1080	宏國德霖科技大學	D 日	B 四技	1726	1056	670	200	147	219	157	238	146	309	187	0	0	0	0	0	0	90	33	01 新北市	2 技職
111	1080	宏國德霖科技大學	N 修	B 四技	966	594	372	126	89	121	73	134	72	169	113	0	0	0	0	0	0	44	25	01 新北市	2 技職
111	1080	宏國德霖科技大學	D 日	C 二技	58	18	40	0	0	0	0	4	17	14	22	0	0	0	0	0	0	0	1	01 新北市	2 技職
111	1080	宏國德霖科技大學	N 修	C 二技	776	477	299	0	0	0	0	245	149	216	145	0	0	0	0	0	0	16	5	01 新北市	2 技職
111	1080	宏國德霖科技大學	D 日	5 五專	1107	649	458	130	111	157	88	127	92	118	77	98	79	0	0	0	0	19	11	01 新北市	2 技職
111	1081	東方設計大學	D 日	D 博士	26	11	15	2	3	4	1	2	3	0	4	0	1	1	1	2	2	0	0	12 高雄市	2 技職
111	1081	東方設計大學	D 日	M 碩士	64	31	33	14	19	11	5	2	5	4	4	0	0	0	0	0	0	0	0	12 高雄市	2 技職
111	1081	東方設計大學	N 職	M 碩士	24	10	14	5	7	5	4	0	2	0	1	0	0	0	0	0	0	0	0	12 高雄市	2 技職
111	1081	東方設計大學	D 日	B 四技	312	174	138	5	9	7	4	28	26	46	44	0	0	0	0	0	0	88	55	12 高雄市	2 技職
111	1081	東方設計大學	N 修	B 四技	33	25	8	0	0	0	0	7	5	12	2	0	0	0	0	0	0	6	1	12 高雄市	2 技職
111	1081	東方設計大學	D 日	C 二技	19	10	9	0	0	0	0	3	5	6	4	0	0	0	0	0	0	1	0	12 高雄市	2 技職
111	1081	東方設計大學	N 修	C 二技	134	76	58	0	0	0	0	24	21	32	26	0	0	0	0	0	0	20	11	12 高雄市	2 技職
111	1081	東方設計大學	N 修	2 二專	48	29	19	8	3	15	10	0	0	0	0	0	0	0	0	0	0	6	6	12 高雄市	2 技職
111	1081	東方設計大學	D 日	5 五專	290	136	154	12	11	10	15	20	43	45	40	41	39	0	0	0	0	8	6	12 高雄市	2 技職
111	1082	崇右影藝科技大學	D 日	M 碩士	44	25	19	6	9	6	5	6	4	6	1	1	0	0	0	0	0	0	0	17 基隆市	2 技職
111	1082	崇右影藝科技大學	D 日	B 四技	1314	582	732	142	149	97	149	86	140	196	268	0	0	0	0	0	0	61	26	17 基隆市	2 技職
111	1082	崇右影藝科技大學	N 修	C 二技	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	17 基隆市	2 技職
111	1082	崇右影藝科技大學	N 修	2 二專	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17 基隆市	2 技職
111	1083	台北海洋科技大學	D 日	M 碩士	143	87	56	47	26	28	24	7	1	4	5	1	0	0	0	0	0	0	0	01 新北市	2 技職
111	1083	台北海洋科技大學	D 日	B 四技	2092	1193	899	324	249	323	212	191	178	245	208	0	0	0	0	0	0	110	52	01 新北市	2 技職
111	1083	台北海洋科技大學	N 修	B 四技	242	101	141	33	60	28	28	16	36	21	14	0	0	0	0	0	0	3	3	01 新北市	2 技職
111	1083	台北海洋科技大學	D 日	C 二技	170	121	49	0	0	0	0	53	19	60	28	0	0	0	0	0	0	8	2	01 新北市	2 技職
111	1083	台北海洋科技大學	N 修	C 二技	599	270	329	0	0	0	0	148	182	121	142	0	0	0	0	0	0	1	5	01 新北市	2 技職
111	1083	台北海洋科技大學	D 日	2 二專	32	31	1	10	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1083	台北海洋科技大學	N 修	2 二專	122	113	9	71	6	37	3	0	0	0	0	0	0	0	0	0	0	5	0	01 新北市	2 技職
111	1083	台北海洋科技大學	D 日	5 五專	607	370	237	90	32	72	58	74	39	79	55	40	47	0	0	0	0	15	6	01 新北市	2 技職
111	1084	亞東科技大學	D 日	M 碩士	53	39	14	18	6	12	4	8	2	1	2	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1084	亞東科技大學	D 日	B 四技	3537	2566	971	548	200	584	233	642	251	669	267	0	0	0	0	0	0	123	20	01 新北市	2 技職
111	1084	亞東科技大學	D 日	C 二技	180	13	167	0	0	0	0	8	85	5	82	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1084	亞東科技大學	N 修	C 二技	151	4	147	0	0	0	0	4	44	0	52	0	50	0	0	0	0	0	1	01 新北市	2 技職
111	1125	中信金融管理學院	D 日	M 碩士	107	50	57	32	30	13	19	5	8	0	0	0	0	0	0	0	0	0	0	21 臺南市	1 一般
111	1125	中信金融管理學院	N 職	M 碩士	42	25	17	21	9	4	8	0	0	0	0	0	0	0	0	0	0	0	0	21 臺南市	1 一般
111	1125	中信金融管理學院	D 日	B 學士	776	457	319	103	98	147	79	104	81	95	59	0	0	0	0	0	0	8	2	21 臺南市	1 一般
111	1148	大漢技術學院	D 日	M 碩士	77	47	30	20	10	16	15	11	5	0	0	0	0	0	0	0	0	0	0	15 花蓮縣	2 技職
111	1148	大漢技術學院	D 日	B 四技	141	83	58	12	7	15	10	22	15	28	20	0	0	0	0	0	0	6	6	15 花蓮縣	2 技職
111	1148	大漢技術學院	N 修	B 四技	285	175	110	44	36	37	25	52	22	34	20	0	0	0	0	0	0	8	7	15 花蓮縣	2 技職
111	1148	大漢技術學院	N 修	C 二技	189	108	81	0	0	0	0	55	37	51	39	0	0	0	0	0	0	2	5	15 花蓮縣	2 技職
111	1148	大漢技術學院	N 修	2 二專	92	40	52	14	27	25	25	0	0	0	0	0	0	0	0	0	0	1	0	15 花蓮縣	2 技職
111	1159	和春技術學院	D 日	B 四技	24	19	5	0	0	0	0	7	1	9	2	0	0	0	0	0	0	3	2	50 高雄市	2 技職
111	1159	和春技術學院	N 修	B 四技	19	16	3	0	0	0	0	6	0	7	2	0	0	0	0	0	0	3	1	50 高雄市	2 技職
111	1159	和春技術學院	N 修	C 二技	11	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	50 高雄市	2 技職
111	1159	和春技術學院	N 修	2 二專	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	50 高雄市	2 技職
111	1159	和春技術學院	D 日	5 五專	8	6	2	0	0	0	0	0	0	3	0	2	2	0	0	0	0	1	0	50 高雄市	2 技職
111	1168	南亞技術學院	D 日	M 碩士	4	3	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	03 桃園市	2 技職
111	1168	南亞技術學院	D 日	B 四技	1067	728	339	179	52	119	66	180	96	206	100	0	0	0	0	0	0	44	25	03 桃園市	2 技職
111	1168	南亞技術學院	N 修	B 四技	287	165	122	29	34	24	25	29	30	69	27	0	0	0	0	0	0	14	6	03 桃園市	2 技職
111	1168	南亞技術學院	N 修	C 二技	827	210	617	0	0	0	0	124	303	77	305	0	0	0	0	0	0	9	9	03 桃園市	2 技職
111	1168	南亞技術學院	N 修	2 二專	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	03 桃園市	2 技職
111	1168	南亞技術學院	D 日	5 五專	132	76	56	0	0	20	10	12	14	22	11	15	20	0	0	0	0	7	1	03 桃園市	2 技職
111	1183	黎明技術學院	D 日	B 四技	3393	1738	1655	423	425	371	410	390	367	425	368	0	0	0	0	0	0	129	85	01 新北市	2 技職
111	1183	黎明技術學院	N 修	B 四技	1268	853	415	306	143	169	78	165	89	170	94	0	0	0	0	0	0	43	11	01 新北市	2 技職
111	1183	黎明技術學院	N 修	C 二技	47	11	36	0	0	0	0	8	22	3	14	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1183	黎明技術學院	D 日	5 五專	353	285	68	67	16	62	14	58	16	42	10	47	10	0	0	0	0	9	2	01 新北市	2 技職
111	1185	經國管理暨健康學院	D 日	M 碩士	39	3	36	2	18	0	15	1	3	0	0	0	0	0	0	0	0	0	0	17 基隆市	2 技職
111	1185	經國管理暨健康學院	N 職	M 碩士	41	13	28	6	14	5	10	1	3	1	0	0	0	0	1	0	0	0	0	17 基隆市	2 技職
111	1185	經國管理暨健康學院	D 日	B 四技	1445	538	907	136	218	83	162	92	162	176	293	0	0	0	0	0	0	51	72	17 基隆市	2 技職
111	1185	經國管理暨健康學院	D 日	C 二技	128	12	116	0	0	0	0	5	47	7	66	0	0	0	0	0	0	0	3	17 基隆市	2 技職
111	1185	經國管理暨健康學院	N 修	C 二技	857	154	703	0	0	0	0	60	304	85	376	0	0	0	0	0	0	9	23	17 基隆市	2 技職
111	1185	經國管理暨健康學院	N 修	2 二專	190	27	163	10	81	15	74	0	0	0	0	0	0	0	0	0	0	2	8	17 基隆市	2 技職
111	1185	經國管理暨健康學院	D 日	5 五專	959	243	716	47	139	50	161	39	139	49	108	49	126	0	0	0	0	9	43	17 基隆市	2 技職
111	1188	大同技術學院	D 日	B 四技	178	87	91	0	0	20	23	21	20	22	38	0	0	0	0	0	0	24	10	20 嘉義市	2 技職
111	1188	大同技術學院	N 修	B 四技	111	32	79	0	0	7	32	10	22	12	24	0	0	0	0	0	0	3	1	20 嘉義市	2 技職
111	1188	大同技術學院	N 修	C 二技	118	20	98	0	0	0	0	0	0	18	94	0	0	0	0	0	0	2	4	20 嘉義市	2 技職
111	1188	大同技術學院	N 修	2 二專	19	13	6	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	20 嘉義市	2 技職
111	1188	大同技術學院	D 日	5 五專	46	23	23	0	0	1	4	13	7	4	3	3	8	0	0	0	0	2	1	20 嘉義市	2 技職
111	1195	馬偕醫學院	D 日	D 博士	10	10	0	2	0	3	0	3	0	2	0	0	0	0	0	0	0	0	0	01 新北市	1 一般
111	1195	馬偕醫學院	D 日	M 碩士	63	22	41	10	14	6	14	5	8	1	5	0	0	0	0	0	0	0	0	01 新北市	1 一般
111	1195	馬偕醫學院	N 職	M 碩士	31	6	25	3	9	1	11	2	5	0	0	0	0	0	0	0	0	0	0	01 新北市	1 一般
111	1195	馬偕醫學院	D 日	B 學士	704	258	446	40	94	57	110	60	92	43	109	27	17	25	20	0	0	6	4	01 新北市	1 一般
111	1195	馬偕醫學院	N 修	C 二技	54	0	54	0	0	0	0	0	16	0	37	0	0	0	0	0	0	0	1	01 新北市	2 技職
111	1196	法鼓文理學院	D 日	D 博士	20	8	12	1	2	1	1	3	1	1	1	2	2	0	1	0	4	0	0	01 新北市	1 一般
111	1196	法鼓文理學院	D 日	M 碩士	261	63	198	20	53	10	55	14	47	19	43	0	0	0	0	0	0	0	0	01 新北市	1 一般
111	1196	法鼓文理學院	D 日	B 學士	57	25	32	9	10	5	6	7	2	4	12	0	0	0	0	0	0	0	2	01 新北市	1 一般
111	1282	馬偕醫護管理專科學校	N 修	2 二專	145	71	74	35	42	36	32	0	0	0	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1282	馬偕醫護管理專科學校	D 日	5 五專	3873	514	3359	127	734	132	695	94	644	70	602	62	604	0	0	0	0	29	80	30 臺北市	2 技職
111	1283	仁德醫護管理專科學校	N 修	2 二專	374	182	192	105	125	71	65	0	0	0	0	0	0	0	0	0	0	6	2	05 苗栗縣	2 技職
111	1283	仁德醫護管理專科學校	D 日	5 五專	5782	1308	4474	274	844	256	858	295	912	199	800	183	792	0	0	0	0	101	268	05 苗栗縣	2 技職
111	1284	樹人醫護管理專科學校	N 修	2 二專	547	274	273	99	118	104	99	37	36	28	19	0	0	0	0	0	0	6	1	12 高雄市	2 技職
111	1284	樹人醫護管理專科學校	D 日	5 五專	6727	1408	5319	271	1169	325	1066	263	1118	240	938	241	893	0	0	0	0	68	135	12 高雄市	2 技職
111	1285	慈惠醫護管理專科學校	D 日	2 二專	84	19	65	9	25	6	32	0	0	0	0	0	0	0	0	0	0	4	8	13 屏東縣	2 技職
111	1285	慈惠醫護管理專科學校	N 修	2 二專	203	77	126	23	47	27	55	6	10	12	4	0	0	0	0	0	0	9	10	13 屏東縣	2 技職
111	1285	慈惠醫護管理專科學校	D 日	5 五專	2461	506	1955	75	234	87	321	92	381	97	421	121	448	0	0	0	0	34	150	13 屏東縣	2 技職
111	1286	耕莘健康管理專科學校	N 修	2 二專	97	6	91	2	40	4	50	0	0	0	0	0	0	0	0	0	0	0	1	01 新北市	2 技職
111	1286	耕莘健康管理專科學校	D 日	5 五專	4117	399	3718	68	728	84	698	76	686	58	680	77	703	0	0	0	0	36	223	01 新北市	2 技職
111	1287	敏惠醫護管理專科學校	N 修	2 二專	71	23	48	9	27	13	20	0	0	0	0	0	0	0	0	0	0	1	1	11 臺南市	2 技職
111	1287	敏惠醫護管理專科學校	D 日	5 五專	3726	484	3242	83	575	102	645	110	662	89	609	78	623	0	0	0	0	22	128	11 臺南市	2 技職
111	1289	育英醫護管理專科學校	D 日	5 五專	1891	206	1685	32	335	38	331	43	344	47	289	35	308	0	0	0	0	11	78	50 高雄市	2 技職
111	1291	聖母醫護管理專科學校	D 日	2 二專	15	9	6	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	02 宜蘭縣	2 技職
111	1291	聖母醫護管理專科學校	N 修	2 二專	44	23	21	14	10	8	11	0	0	0	0	0	0	0	0	0	0	1	0	02 宜蘭縣	2 技職
111	1291	聖母醫護管理專科學校	D 日	5 五專	1577	240	1337	29	224	45	263	48	260	54	285	57	266	0	0	0	0	7	39	02 宜蘭縣	2 技職
111	1292	新生醫護管理專科學校	N 修	2 二專	75	10	65	8	35	2	30	0	0	0	0	0	0	0	0	0	0	0	0	03 桃園市	2 技職
111	1292	新生醫護管理專科學校	D 日	5 五專	5915	703	5212	149	1072	143	1101	157	1060	119	945	112	918	0	0	0	0	23	116	03 桃園市	2 技職
111	1293	崇仁醫護管理專科學校	D 日	5 五專	3051	431	2620	82	511	106	493	90	519	71	549	68	507	0	0	0	0	14	41	10 嘉義縣	2 技職
111	3002	臺北市立大學	D 日	D 博士	211	95	116	16	17	15	17	14	21	14	16	12	12	6	8	18	25	0	0	30 臺北市	1 一般
111	3002	臺北市立大學	D 日	M 碩士	1342	414	928	116	276	124	249	65	170	65	129	18	51	26	53	0	0	0	0	30 臺北市	1 一般
111	3002	臺北市立大學	N 職	M 碩士	1191	328	863	112	268	90	254	51	125	32	117	25	51	18	48	0	0	0	0	30 臺北市	1 一般
111	3002	臺北市立大學	D 日	B 學士	5287	2332	2955	584	684	538	706	544	717	513	724	0	0	0	0	0	0	153	124	30 臺北市	1 一般
